0.31,0.046096733,0.003323473
0.7,0.027446116,0.006129077
0.5,0.076710317,0.014748574
0.4,0.095070332,0.008311203
0.25,0.092479114,0.026905177
0.22,0.105247065,0.027177662
0.21,0.123828188,0.0246343
0.85,0.12972207,0.020625153
0.8,0.10141563,0.033283566
0.21,0.112031968,0.018631897
1.15,0.087390754,0.024438206
0.35,0.119979018,0.024429771
0.36,0.060514293,0.010158296
0.42,0.058003797,0.006322338
0.46,0.174469463,0.047775936
0.3,0.126479427,0.036972442
1.6,0.102482676,0.016957255
2,0.091944185,0.011734788
2.1,0.110036946,0.026186005
1.8,0.146246131,0.024176592
1.5,0.098307092,0.027232348
1.45,0.144123111,0.038446895
1.63,0.144444431,0.037389544
1.5,0.099845402,0.024498301
2.1,0.103391395,0.020523668
1.68,0.10128746,0.023600764
2.2,0.124635281,0.036218057
1.75,0.14481738,0.031649298
2.11,0.08459163,0.015321413
1.95,0.102084577,0.020513158
2.11,0.146311928,0.039116212
1.6,0.182974857,0.026835275
2.8,0.136702006,0.0206369
2.46,0.114659168,0.020315912
2.64,0.130551407,0.017552246
2.51,0.129673224,0.021461811
1.9,0.099703138,0.029509287
3.12,0.117646651,0.03344026
2.8,0.136255244,0.02531142
3.4,0.100882868,0.01810321
3.1,0.137239839,0.02629339
2.85,0.082813016,0.017430351
2.95,0.114882982,0.032125067
2.62,0.111889796,0.033697011
2.75,0.069211678,0.016058465
2.58,0.086624651,0.022603768
2.87,0.129358866,0.03787041
2.49,0.125621622,0.026262906
4.2,0.112084183,0.021992707
3.6,0.111022681,0.021749591
4.1,0.090265624,0.024825221
3.86,0.112214119,0.017993324
3.86,0.119243812,0.028356339
3.8,0.207716233,0.033464746
4.35,0.176961626,0.033930522
4.22,0.113660371,0.034863975
4.06,0.19349226,0.040382463
4.1,0.099164527,0.02618659
4.2,0.133829441,0.031119987
3.95,0.134260351,0.024255396
3.84,0.097069447,0.026915977
3.67,0.1414252,0.02800814
4.12,0.121910628,0.037609912
3.85,0.13141487,0.046634273
3.8,0.082238389,0.028385138
4.3,0.103424516,0.040449792
3.9,0.063990061,0.024741493
4.15,0.090985476,0.023318076
3.98,0.160750348,0.025494201
4.1,0.155312686,0.037021592
4.5,0.11738051,0.032409748
3.97,0.143711202,0.03042754
4.12,0.138983578,0.028606178
3.85,0.11231567,0.02914319
3.92,0.120161089,0.035061264
4.12,0.171862427,0.034402439
4.26,0.084805746,0.046760289
4.14,0.12106852,0.033623335
3.95,0.205556393,0.041305616
4.06,0.112569556,0.043791111
3.8,0.132157012,0.030067209
4.2,0.101615116,0.025075371
4.1,0.124119099,0.023057868
3.7,0.142316471,0.042694872
3.5,0.149057656,0.024423898
4.01,0.147474997,0.046327502
4.05,0.142946229,0.027763499
